40897	0	0.9257987884	438 7378
45971	1	0.9256588944	2090 9542
40858	1	0.9256065783	3535 1419
43689	1	0.9253731762	744 8452
36602	0	0.9250931513	1384 9369
42579	0	0.9249906333	12755 12778
33898	0	0.9249547183	459 345
52596	1	0.9248509628	125 3439
34632	0	0.9248091534	8725 4051
50885	1	0.9246935464	10839 7770
53090	0	0.9246563575	3 9126
41439	1	0.9246347786	860 861
34693	0	0.9246146942	9179 4051
35853	0	0.9245812210	8841 13166
41204	1	0.9244449817	11216 7354
45580	0	0.9243806203	5281 8194
34240	0	0.9243782760	21644 7276
42026	0	0.9241430138	1069 1046
34652	0	0.9240938285	10325 84
48628	0	0.9240890574	23092 4392
38736	1	0.9240729105	3101 116
36950	0	0.9240307985	772 906
36291	0	0.9238482670	6261 4194
39642	0	0.9238260756	4402 1329
48290	1	0.9237633471	5281 17473
41785	0	0.9235854186	2621 668
34906	0	0.9235721579	18197 2011
50109	0	0.9234677857	9934 668
35207	0	0.9234660899	7344 4461
41641	0	0.9234317434	291 796
52298	0	0.9234291704	1587 10869
40015	1	0.9234028311	7334 7036
51952	0	0.9233397301	1827 965
35873	0	0.9229172669	8776 1462
50802	1	0.9229065440	1475 10300
40341	0	0.9228713771	14723 10380
38556	1	0.9228143045	728 2106
45815	0	0.9226593775	4256 10851
40131	0	0.9224856979	9211 2889
46161	0	0.9224684483	1984 4302
57269	1	0.9223885241	1629 4514
38848	0	0.9223680589	1368 15
37355	0	0.9223624509	10846 3815
39719	1	0.9222559972	7334 7363
45193	1	0.9222193543	748 12152
33634	1	0.9222186285	6727 10925
33736	0	0.9221844975	7976 128
52807	1	0.9220777290	3372 540
56434	0	0.9220351129	224 2486
35002	0	0.9218836763	12078 1570
48224	1	0.9218421176	661 907
42570	0	0.9217932917	13777 1064
33268	0	0.9217524846	7473 748
57961	0	0.9215564208	1347 16672
49408	1	0.9215032073	3121 12764
35558	0	0.9214939785	981 322
34914	1	0.9207107884	17263 3439
34878	0	0.9206888986	12823 10006
38664	1	0.9206594990	2176 2170
50669	0	0.9205812717	10078 11492
33660	0	0.9205534131	453 248
33851	1	0.9205111970	943 3852
33211	0	0.9204981700	20188 297
42539	0	0.9203656567	2541 679
37860	1	0.9203485335	2742 5703
49987	0	0.9201741507	133 8755
40434	0	0.9201527079	16103 2093
39661	0	0.9201102531	4408 16644
33930	0	0.9200305900	11629 1064
34405	1	0.9197759604	6243 3788
36639	0	0.9193734071	533 3297
34917	1	0.9193228575	16861 329
33489	0	0.9192013881	19648 5635
43449	1	0.9191659131	745 1954
51097	0	0.9191521588	933 934
67729	1	0.9191338978	5577 2539 663
52890	0	0.9189494077	3170 3510
35132	0	0.9189068407	8633 1004
33580	1	0.9186999387	10233 10234
35727	1	0.9185774600	1025 699
41526	0	0.9185309099	2673 2090
45190	1	0.9184533875	2539 663
40510	0	0.9184420920	11557 3753
41270	0	0.9183802902	12755 1310
46782	0	0.9181761097	1937 6351
51276	1	0.9181504635	975 16202
47583	0	0.9180357129	755 967
34712	1	0.9179116071	7678 7679
34869	0	0.9178355792	12722 8316
40487	0	0.9177664383	12674 5519
36814	0	0.9177338778	3135 5707
36197	1	0.9177190827	1297 12848
46783	0	0.9176891836	5281 13441
50825	1	0.9176491228	1479 7354
52782	0	0.9175916030	3447 10011
39744	1	0.9174784919	4797 19353
39020	0	0.9174636379	1368 3196
50388	0	0.9174512658	6773 1399
52433	0	0.9174465150	1766 1625
34509	0	0.9172305855	1576 9360
42439	1	0.9172201697	2372 1954
39047	0	0.9171977089	9041 5538
42572	0	0.9169356765	2572 27
35535	0	0.9168967994	14484 48
40490	0	0.9168937904	12670 309
39361	1	0.9168478735	3731 783
52467	1	0.9167603826	1804 809
48174	0	0.9167586183	639 661
49333	1	0.9166080531	3121 12853
42598	0	0.9165842370	867 1587
52598	1	0.9165163182	4463 2584
45606	0	0.9164453691	4868 42
39963	0	0.9164214329	6660 1506
40375	0	0.9162681090	17294 309
34771	0	0.9162210103	10230 5276
39820	0	0.9161319426	5465 1054
36010	0	0.9161259619	1259 6907
39101	0	0.9160853894	2560 3206
34961	0	0.9160676725	14685 4754
48146	0	0.9160256004	449 2938
36015	1	0.9158658695	1254 77
50961	0	0.9158099051	40 4394
39451	0	0.9158096588	3912 159
45655	1	0.9156565046	4418 1064
40982	0	0.9156256168	2572 1938
51751	0	0.9154645197	8520 3031
56540	0	0.9153718546	199 988
34078	1	0.9153645852	11126 2538
42776	0	0.9152949640	2686 116
45524	1	0.9152522201	749 668
42506	1	0.9151824155	2422 2369
36096	0	0.9150067217	1297 855
33854	0	0.9149797136	1457 12848
42441	0	0.9147053371	2284 1014
38233	0	0.9146846918	12658 8765
52295	0	0.9146722700	4399 6148
38677	1	0.9146562927	4514 2775
46776	0	0.9145453557	754 294
41381	0	0.9145202068	3539 6060
50991	1	0.9144932024	40 4748
40588	0	0.9144673444	11474 2791
54773	0	0.9144609694	3701 91
38515	0	0.9143185114	21637 54
40193	1	0.9143039507	10152 5538
48058	0	0.9142928390	810 811
50664	1	0.9142783027	9526 4338
37666	0	0.9140197666	1387 9936
40462	0	0.9139558743	13779 540
40301	1	0.9138405289	12731 9885
34905	0	0.9138078701	18197 30
34689	1	0.9137903298	9173 807
34827	1	0.9137770511	454 2056
34735	0	0.9136839023	11209 964
40194	0	0.9136062508	7334 3862
43684	0	0.9135782547	748 4398
36156	0	0.9134985718	1222 3815
38805	1	0.9134796297	4279 5423
49449	0	0.9134216510	3162 99
36434	0	0.9133873022	5779 13191
35814	0	0.9133846713	18197 954
52430	0	0.9132936759	1747 3031
33181	1	0.9132109377	24119 3473
51192	1	0.9131141240	24 1463
40450	0	0.9130009647	14676 1930
56590	0	0.9127889013	4945 1953
33954	0	0.9127809578	7231 4279
47303	0	0.9125910811	180 9360
49976	0	0.9125585509	113 9061
35131	0	0.9125458461	8633 2090
46915	0	0.9124628129	185 159
39850	0	0.9124506015	5525 7268
48309	0	0.9124309625	750 2199
34774	0	0.9124242702	1524 20492
33994	0	0.9122119876	453 4112
37978	0	0.9122045901	3911 159
45228	0	0.9122043758	1373 2076
45997	0	0.9121699123	2082 9206
46914	0	0.9121539763	557 5574
34793	0	0.9120804036	10663 3031
51762	1	0.9119933704	1306 668
46210	0	0.9119432269	1937 19915
42991	0	0.9119290307	1373 1545
50964	0	0.9118822391	40 4392
52557	1	0.9118767283	4344 748
45526	1	0.9118620399	749 1064
57240	0	0.9118422588	1426 1700
40482	0	0.9117081742	12755 13260
33569	0	0.9116754370	6325 386
39789	0	0.9116169762	19338 13163
33224	0	0.9115637706	19343 7354
33444	0	0.9115612905	1573 3073
50855	0	0.9114826541	6786 298
56192	0	0.9114370238	4945 9542
51919	1	0.9113406236	1306 976
45928	0	0.9113061535	4256 309
49857	0	0.9110522257	21828 345
38010	0	0.9110507300	1418 162
59541	0	0.9110110129	981 2342 4772
49752	0	0.9109911968	263 344
42863	0	0.9109798629	2440 3031
39982	0	0.9108701751	9041 3933
52484	0	0.9108363813	1827 6722
58064	1	0.9107284897	1629 4135
40295	0	0.9107110416	12549 12848
48758	0	0.9106298143	1997 8765
45653	0	0.9105085687	4423 123
36510	1	0.9104328639	3101 7363
48857	0	0.9103769815	1155 5519
51403	0	0.9102304237	5359 64
40584	0	0.9101918005	3684 3257
51433	1	0.9101856269	1827 197
34533	0	0.9101727672	1524 586
35632	0	0.9101511946	5635 4407
46280	0	0.9101106382	5281 17640
51163	0	0.9100711625	1445 623
39709	1	0.9100676093	4693 1064
45605	0	0.9100672439	4880 750
56149	0	0.9100481703	5387 971
37110	0	0.9100392613	20357 20478
33202	0	0.9099910056	20843 7016
39889	1	0.9099611767	5690 10207
41890	1	0.9098987788	650 4749
33238	0	0.9097781434	18754 1559
45527	1	0.9097724496	749 1630
35771	0	0.9097630242	16133 6687
42504	1	0.9097550484	2673 907
36106	0	0.9096274348	1298 1299
48953	0	0.9096042070	133 16703
34097	0	0.9094743609	958 11211
35622	0	0.9094675571	981 11123
56610	0	0.9094297511	1854 15949
45414	0	0.9093746009	2538 1407
48555	0	0.9093178210	811 1004
36018	0	0.9093080231	1297 7017
43844	0	0.9092876346	745 640
72932	0	0.9092128823	14484 5035 3167
38760	0	0.9090655690	2150 696
42812	0	0.9090310430	2589 9395
48862	1	0.9089938586	1155 4392
46211	0	0.9089547845	1937 19153
52897	0	0.9089301919	3152 173
33439	0	0.9088406496	1576 4433
35655	0	0.9088281733	1204 6809
50356	0	0.9086894641	125 1239
56195	1	0.9086509868	4893 3476
56651	0	0.9086193513	4010 5427
38579	0	0.9086133790	5077 309
38491	0	0.9086011760	2483 11311
39235	1	0.9085925195	3476 2090
46423	1	0.9085520001	442 1093
35047	0	0.9085010451	9128 8316
42111	0	0.9084703991	2673 723
55844	0	0.9084677555	3867 1977
40024	0	0.9082745721	728 3238
43277	1	0.9082499183	807 1310
45158	0	0.9082280046	2681 8765
34302	1	0.9082140432	10546 699
35996	0	0.9081951682	1225 966
38347	0	0.9080994265	4693 8791
51894	0	0.9080604576	1302 973
40519	1	0.9080517699	11160 3788
49443	0	0.9080294535	21788 2016
40381	0	0.9079900855	20968 2154
36188	0	0.9079236988	12693 768
55658	0	0.9078081211	3447 3527
35470	0	0.9077590531	5580 1757
51429	0	0.9076410416	5311 9255
51570	0	0.9076170996	71 586
36014	0	0.9075989410	1254 668
52129	1	0.9075747687	1479 1536
50176	1	0.9075607176	9543 3618
43196	0	0.9075244924	1373 618
40623	0	0.9074597409	3540 3538
36069	0	0.9074441638	1291 7268
38014	0	0.9074321089	11718 1298
43069	0	0.9074285679	1280 3203
50230	0	0.9074241775	7802 10743
58211	0	0.9073544420	1837 6093
38018	0	0.9073031774	19338 9239
77323	1	0.9072996593	28 2540 6334 2196
45515	0	0.9072901789	748 24098
58314	0	0.9072647387	3269 9387
35899	0	0.9071862953	1298 3073
40436	0	0.9071795159	15964 1009
34421	0	0.9071354071	6432 2717
52031	0	0.9069738003	1445 635
36922	0	0.9069726432	7333 743
36589	0	0.9068650737	6669 8075
57528	0	0.9068435060	4890 3090
41578	1	0.9068414656	2775 2776
50225	1	0.9067171213	8105 290
40121	0	0.9066939266	9114 14702
38111	0	0.9066607126	2176 868
58488	0	0.9065517676	3973 357
48524	0	0.9065261703	764 13765
33381	0	0.9064868514	20494 248
36238	1	0.9064327144	6261 12913
34357	0	0.9064087688	7209 4981
57730	0	0.9063934992	4287 159
52761	0	0.9063814861	3509 2218
51308	0	0.9063490690	1446 4748
51157	0	0.9063341381	930 932
33316	0	0.9062927623	1813 1492
40064	0	0.9060906313	8271 696
50529	1	0.9060196630	976 1305
40078	0	0.9059719128	8650 696
52037	0	0.9059067735	6786 3043
49191	0	0.9058767071	116 569
40484	0	0.9058566376	12755 1298
48559	0	0.9057723011	284 285
52445	0	0.9057705954	1788 5209
35417	1	0.9057088938	1014 6786
36886	0	0.9055704518	20546 4399
48134	0	0.9055115224	4414 2056
34895	0	0.9054644079	13820 3031
36270	0	0.9054334106	981 2103
48782	0	0.9053342728	1956 3035
49896	0	0.9053082013	133 9116
49398	0	0.9052600545	613 4374
48005	0	0.9051959151	599 8861
40373	0	0.9051895974	16898 21556
39211	0	0.9051522472	20357 8990
48625	0	0.9051071728	24816 7963
33429	0	0.9050077980	1818 4274
42040	0	0.9049373609	2820 3878
51733	0	0.9049010518	930 2242
36489	0	0.9047556053	4833 4274
49498	0	0.9047459614	116 4367
52631	0	0.9046340852	4736 388
39345	0	0.9045846127	3648 18371
33627	0	0.9045805173	9968 6717
50604	0	0.9045400728	124 1529
58109	0	0.9045214485	5380 1063
46740	0	0.9045117615	1936 912
45871	0	0.9044884983	3988 6319
34519	0	0.9044712688	7118 162
74198	0	0.9044516888	438 7378 15990
44632	1	0.9044241671	749 942
34380	0	0.9044219494	5965 22234
39199	0	0.9044064834	9214 2284
58596	0	0.9043984384	4136 6083
34985	0	0.9043341430	13061 4028
58313	0	0.9043156657	4265 1466
34195	0	0.9042386390	1457 973
46973	1	0.9042123638	754 932
46040	0	0.9042113047	5281 10753
42628	0	0.9042107731	2725 1930
47450	0	0.9041455923	4256 11485
34196	0	0.9041353808	1457 358
49267	0	0.9040660842	1155 3246
46392	0	0.9040284820	736 787
51182	0	0.9039968034	930 3476
47157	0	0.9039916026	442 1137
48358	0	0.9039809252	710 263
34958	0	0.9039751356	14702 4399
56166	0	0.9038879249	5267 6723
68955	1	0.9037687308	2664 704 1419
49379	0	0.9036158026	21294 3439
36093	0	0.9035847581	1297 1083
42537	0	0.9035510017	2540 3257
55759	1	0.9034857084	2850 2872
41895	0	0.9034830442	2622 10617
36909	0	0.9034811250	12769 807
39389	0	0.9034678837	1384 1064
35117	0	0.9034654569	8776 1347
44684	0	0.9033777954	786 819
51915	0	0.9033164602	1306 1135
52657	0	0.9031848401	4825 21337
51737	0	0.9031149636	930 2569
48878	0	0.9030956944	1914 4031
52410	0	0.9030813022	1788 934
35511	0	0.9030683745	1020 1643
48357	0	0.9030605666	701 10882
39452	0	0.9030182969	3912 2218
35177	1	0.9030102313	11617 345
48175	1	0.9029469841	639 640
33183	0	0.9029354529	23081 4391
36754	1	0.9029117315	2156 2090
50136	0	0.9028629218	9378 4062
50307	0	0.9028307843	6349 8765
51886	0	0.9027973728	4828 4274
36809	0	0.9027788906	3002 3497
40451	0	0.9027622654	14649 3858
40130	0	0.9027474867	9199 6332
39987	0	0.9026663588	6906 42
52485	0	0.9026452029	1827 2640
48688	1	0.9026168186	3122 7902
44587	0	0.9026109291	748 1371
48720	0	0.9026020346	3059 696
58246	0	0.9024833934	1854 2142
36074	0	0.9024667837	1252 1064
59730	0	0.9024007967	6604 6599 2067
42613	0	0.9023167487	2702 2482
39273	0	0.9022261255	12658 4433
49140	0	0.9021910722	133 1230
46231	1	0.9021831609	1931 2634
50270	0	0.9021665834	9705 2584
49941	0	0.9021643963	611 8140
43415	0	0.9020546288	749 724
49108	0	0.9020034510	113 18320
36065	0	0.9019871015	1291 3878
49555	0	0.9019830135	3167 623
37386	0	0.9019027576	728 819
36940	0	0.9018905610	772 125
50691	0	0.9018367239	9633 3031
51138	0	0.9018140100	1788 3883
34430	0	0.9017949141	5965 22235
52626	1	0.9017553346	975 11816
38406	0	0.9017358507	3451 3206
35572	1	0.9017358162	1020 668
40415	0	0.9017092761	18295 745
43595	0	0.9016998236	2538 3246
47569	0	0.9016822724	440 2208
50308	0	0.9016440543	6349 2093
48871	0	0.9016416096	1155 3253
34776	0	0.9015902400	19358 1476
33562	1	0.9015835750	1524 491
50470	0	0.9015813093	1300 5400
39328	0	0.9015756135	3648 14228
51994	0	0.9014799449	120 121
35437	0	0.9014050570	1020 724
34882	0	0.9013260934	12909 744
35991	0	0.9012552476	18197 7700
66859	0	0.9012446672	113 4774 7354
44111	1	0.9011748133	748 4748
33731	0	0.9010542297	943 1378
39683	0	0.9010235520	4513 116
48215	1	0.9009695321	661 668
49180	1	0.9009361133	113 4735
35920	1	0.9008784748	14758 2776
46042	0	0.9008201057	2083 424
42972	0	0.9008168272	1376 5702
47614	0	0.9007944256	189 10143
51542	0	0.9007495444	1644 655
36803	0	0.9007302823	3580 1004
45916	0	0.9006758886	2106 1757
41006	1	0.9006679764	868 3876
51834	0	0.9006652436	1306 4290
49989	0	0.9005976526	1032 1466
54104	0	0.9004238761	3 3031
68281	0	0.9004167139	1827 6722 22161
53394	0	0.9004113739	3374 4100
57239	0	0.9003855813	5035 3167
35477	1	0.9003846299	1020 4356
51885	0	0.9003584386	1827 1559
37787	0	0.9003055061	12110 141
37266	0	0.9003037051	3130 9207
47561	0	0.9002362340	442 3991
46781	0	0.9002193733	639 720
39013	0	0.9001921398	692 11560
56165	0	0.9001673888	5293 2033
34209	0	0.9000710363	1452 540
50175	0	0.9000640882	9098 1562
37417	1	0.9000044180	5779 125
43924	0	0.8999812433	2711 91
41034	0	0.8999759840	13481 8316
48176	0	0.8999395080	639 689
47357	0	0.8999204655	639 1062
33320	1	0.8997369523	1813 1818
37584	0	0.8997277739	3918 1466
34540	0	0.8997136686	21734 4100
63333	1	0.8996803253	2673 98 964
40390	0	0.8995627341	19906 6798
39184	1	0.8995504616	3101 7036
38751	0	0.8995488320	540 6327
50126	0	0.8995206761	9633 3878
52986	0	0.8994582540	3 8316
47345	0	0.8994202860	284 19942
35617	1	0.8993697383	1020 297
34202	1	0.8992965435	1457 5281
51784	0	0.8992592732	40 4108
41376	0	0.8992533339	650 19453
52704	0	0.8992469512	1788 19761
36190	0	0.8991744971	5635 204
48463	0	0.8991164780	754 2776
41596	0	0.8990725852	2771 3167
47005	1	0.8990485048	5219 807
35973	0	0.8990370135	5635 8165
34931	0	0.8990207899	15816 3648
38024	0	0.8989412101	14723 977
51228	0	0.8988861417	1788 8401
50065	0	0.8987641393	613 8316
43653	0	0.8987180216	748 4407
36024	1	0.8986613634	1259 909
82851	0	0.8985701813	20374 133 574 1703
36200	1	0.8985270352	1291 13024
34620	0	0.8985259322	457 447
48405	0	0.8985047144	718 1011
36794	0	0.8985034327	1861 159
46048	0	0.8985004495	2059 2775
50898	0	0.8984460365	10831 3883
38945	1	0.8984384489	3101 21400
45260	0	0.8984191938	748 8800
38638	0	0.8983850604	9211 11027
54744	0	0.8983801511	3345 572
54540	0	0.8983370146	3170 340
38819	0	0.8982927377	2781 3739
49132	0	0.8982840674	1155 4459
39614	0	0.8982607676	3327 2056
52124	0	0.8981658402	1478 7354
45618	0	0.8981427973	4742 2011
38559	0	0.8981281272	512 1662
33791	0	0.8980969563	18662 906
45663	0	0.8980785517	4336 4966
42680	0	0.8980566395	2889 159
68013	0	0.8980049964	11209 964 23746
35436	0	0.8979925000	7770 3858
36139	0	0.8979786369	11611 1086
38074	0	0.8979759145	692 1014
40479	0	0.8979512727	12845 572
35236	0	0.8979456628	1291 8401
34821	1	0.8978790096	11155 3358
35110	0	0.8977491566	8846 10998
45483	0	0.8977326845	745 1643
49720	3294967296	0.8976987987	178 906
45811	0	0.8976137843	4290 3767
49621	0	0.8975036226	56 7801
34260	0	0.8974510486	645 87
36423	0	0.8973985914	5489 4245
58166	0	0.8973910157	192 7718
36570	1	0.8973894922	4110 141
49753	0	0.8973772019	264 123
52342	0	0.8973362729	4399 14187
58308	0	0.8973319595	3267 2011
57085	0	0.8973220677	5293 929
48633	0	0.8972386343	21704 128
34791	0	0.8972196402	10605 909
41941	0	0.8971519627	2704 5154
50266	0	0.8971494671	7036 4269
36699	1	0.8971023868	2603 5904
43210	0	0.8970846346	872 4650
51550	0	0.8970619337	4316 1961
35716	1	0.8969298050	1298 15930
45837	0	0.8968934176	4027 26484
39782	1	0.8966909584	5987 3250
37724	0	0.8966365133	4364 11726
36664	0	0.8966253287	2601 3206
56185	0	0.8966149774	5002 141
33402	0	0.8966035104	1879 313
40442	0	0.8965417675	15603 655
42495	0	0.8965158741	2400 9801
35399	0	0.8964646899	7222 702
52108	1	0.8964420637	1472 2539
52482	1	0.8963707908	1827 809
46054	0	0.8963590486	2056 14734
33727	0	0.8963563616	1819 10940
34859	0	0.8963370161	12435 7963
48691	0	0.8963098119	3121 10006
42554	0	0.8962332642	2553 533
47903	0	0.8962094682	1937 574
48643	0	0.8961818330	20388 5538
34648	0	0.8961793493	13822 4394
34630	0	0.8961607684	8724 1375
48774	0	0.8960707136	22215 973
66982	0	0.8960666907	21030 1498 4907
69075	0	0.8960273537	12755 1310 12778
35373	0	0.8960166931	1256 9125
36281	0	0.8959989648	1209 22382
36306	1	0.8959389132	7305 7096
40610	1	0.8958937164	3615 124
67448	0	0.8958463434	1827 6722 16905
35503	0	0.8958081241	981 2342
51974	0	0.8958006164	7408 3883
40250	0	0.8957922357	11358 723
43646	0	0.8957833836	2236 1914
34722	0	0.8957617651	1485 3963
51431	1	0.8957041028	930 3774
49143	1	0.8956794115	3121 1298
48660	0	0.8956377954	3202 3694
40411	0	0.8956346360	18703 16644
41315	0	0.8956308120	291 292
52984	0	0.8956273991	3 13046
52004	0	0.8955502747	1320 2076
40289	0	0.8955357742	12118 2192
34486	0	0.8954924878	6599 2067
47059	0	0.8954746229	666 751
40311	0	0.8954455803	12968 872
42168	0	0.8953731561	293 473
55795	0	0.8953635281	3152 1931
51700	1	0.8953459521	1602 1603
40215	0	0.8953169930	728 8722
33960	0	0.8953092460	23006 637
33378	0	0.8953001153	1686 1054
47412	0	0.8952919593	750 322
50162	0	0.8952694852	9206 16618
45579	1	0.8952125481	5281 14782
48029	0	0.8951926812	2010 339
40595	0	0.8951192867	3671 4773
42971	0	0.8950618237	1376 9091
39012	0	0.8950375383	692 3031
57564	0	0.8950223681	3295 964
48419	0	0.8948019544	732 1623
33840	0	0.8947325542	1536 696
52678	1	0.8946986778	4984 1376
33180	0	0.8946215214	24495 1570
43483	0	0.8946102783	15 2590
35045	0	0.8946087760	10624 10625
50187	0	0.8945221308	9022 1570
40560	0	0.8945217537	3854 6190
58212	0	0.8945212895	1837 143
34457	1	0.8944384156	7354 4361
34258	0	0.8943702078	9179 1054
48418	0	0.8943118883	732 1651
49928	0	0.8942896491	3204 10869
34892	0	0.8942605649	13681 5231
49587	0	0.8942088077	133 3425
48776	0	0.8942032746	1961 2300
41297	0	0.8941771545	2211 824
47293	0	0.8941253456	440 4433
41659	0	0.8940589360	294 649
36429	0	0.8940255150	4279 2170
36259	0	0.8940057324	1209 22378
48865	0	0.8939672714	1155 964
56950	0	0.8939646772	4890 2170
42768	0	0.8939353365	2714 643
35094	0	0.8938777836	15841 3031
47000	0	0.8938580076	185 2218
50589	0	0.8937873056	4571 5709
42345	0	0.8937091428	2702 27
35426	0	0.8936756117	15818 2630
42585	0	0.8936314983	2622 20480
41702	0	0.8936283017	294 964
46315	0	0.8936051772	2089 2507
34903	0	0.8935885421	18197 6104
40656	0	0.8935613039	867 8401
37300	0	0.8935150775	6332 2570
36569	0	0.8934293056	3824 1376
33955	0	0.8934067217	1668 298
52450	0	0.8933393538	1788 298
47562	0	0.8932651312	284 1135
49979	0	0.8932380360	3122 14968
52759	0	0.8931979480	3509 1378
33540	1	0.8931359777	10546 3545
47916	0	0.8930988660	754 12684
38933	0	0.8929735216	2452 453
51930	0	0.8929693948	1306 437
50255	0	0.8927109851	7257 6334
48355	0	0.8926948928	701 3202
58046	0	0.8926563671	3632 6727
49616	0	0.8925378134	613 9126
33217	0	0.8925322184	20079 2076
51117	0	0.8925219794	27 4695
36045	0	0.8923879090	1259 2099
36952	0	0.8923710377	772 57
49981	0	0.8922981969	3167 48
35030	0	0.8922824419	10998 16644
40197	0	0.8922434669	10242 3167
34381	1	0.8921216680	10815 2093
40224	0	0.8921213704	10843 3105
42617	0	0.8921187167	2704 2090
52260	0	0.8920732921	1788 6294
49390	0	0.8920674096	56 115
39596	0	0.8920330253	4276 4274
34261	0	0.8920257142	6243 9206
34499	0	0.8920184496	19272 298
34783	0	0.8919634240	11537 7036
41456	0	0.8919504700	13483 11099
35984	0	0.8919027550	16151 8765
33637	0	0.8918785323	1457 19270
48679	0	0.8918745486	3162 2300
36884	0	0.8917900808	1368 5645
46110	0	0.8916022926	2015 2016
43804	0	0.8915666876	2267 1573
33229	0	0.8915618347	19061 5370
42331	0	0.8915285890	676 2569
34984	0	0.8915069510	17369 1406
58219	0	0.8914605085	1837 5890
50163	0	0.8914323013	9206 8316
34183	0	0.8913935775	10815 1930
35475	0	0.8913316979	1057 10
35423	0	0.8913172316	1176 170
46212	0	0.8913056316	1936 20247
36179	0	0.8912802100	5635 248
51984	0	0.8911858024	1827 10414
35038	0	0.8911763984	10755 116
33561	0	0.8911411843	1524 635
57444	0	0.8911040182	3632 1150
40504	0	0.8910983605	11806 9453
34837	1	0.8910854309	11537 5406
47339	1	0.8910380366	289 2742
48874	0	0.8909884783	1152 649
40703	1	0.8909878888	862 699
47651	0	0.8909800554	180 14735
41824	0	0.8908233049	2664 345
39685	0	0.8908223334	4513 5707
40527	0	0.8908191025	3927 2584
35795	0	0.8907729411	1298 569
39438	0	0.8907510734	3648 18686
40520	1	0.8907462021	11148 77
36085	0	0.8907289835	10910 7397
35644	0	0.8907253954	14612 68
47784	0	0.8906281818	4441 151
56153	0	0.8905968610	5380 8401
33983	0	0.8905519676	9132 2918
45922	0	0.8904906936	2104 1630
56355	0	0.8903533279	1426 2569
33559	0	0.8902717167	1524 2739
35779	1	0.8902715773	1020 699
40764	0	0.8902207063	866 2735
40057	0	0.8902046930	8762 25
52399	0	0.8902028763	1790 668
52565	0	0.8901791136	4347 623
42166	0	0.8901573091	650 884
47798	0	0.8901560795	3980 5427
34213	0	0.8901422763	1457 27436
38596	0	0.8901272912	5908 3906
47204	0	0.8901081092	159 5993
52446	0	0.8900978941	1788 3031
36376	0	0.8900857305	726 1419
39446	0	0.8900843118	3911 2218
40067	0	0.8900271669	8272 961
33220	0	0.8899807399	19433 1604
40988	0	0.8899519748	1274 1221
